"","campaign_name","text","ad_name","ad_set_name","age","gender","result_type","results","reach","impressions","cost_per_result","amount_spent_usd","link_clicks","frequency","starts","ends","audience","restriction18_39","campaign_theme","version","video_theme","agetrin","text_treat"
"11","PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","General Population (18-39)","18-24","unknown",NA,NA,76,105,NA,1.15,NA,1.3815789473684,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Only 3% research"
"12","PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","General Population (18-39)","25-34","unknown",NA,NA,72,98,NA,0.92,NA,1.3611111111111,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Only 3% research"
"13","PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Cause-led + Factual (Animated)","General Population (18-39)","18-24","unknown",NA,NA,89,89,NA,0.89,NA,1,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Learn"
"14","PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Cause-led + Factual (Animated)","General Population (18-39)","25-34","unknown",NA,NA,66,76,NA,1.44,NA,1.1515151515152,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Learn"
"15","PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","General Population (18-39)","35-44","unknown",NA,NA,34,46,NA,0.48,NA,1.3529411764706,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"Only 3% research"
"16","PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Cause-led + Factual (Animated)","General Population (18-39)","25-34","unknown",NA,NA,40,40,NA,0.76,NA,1,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"100x impact"
"17","Factual V3","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Retargeting (Factual V3)","Retargeting (Factual V3)","25-34","unknown",NA,NA,2,2,NA,0.02,NA,1,2021-12-23,2022-01-04,"Retargeting",1,"Factual","V3 - sometimes Luke","Factual short",1,"Only 3% research"
"18","Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)","25-34","unknown",NA,NA,5,5,NA,0.28995978031732,NA,1,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",1,"100x impact"
"19","Factual","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual)","Climate Change (Factual)","35-44","unknown",NA,NA,8,10,NA,0.089987518029513,NA,1.25,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",0,"Bigger difference"
"20","Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)","18-24","unknown",NA,NA,5,5,NA,0.029995839343171,NA,1,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",1,"6000+ people"
"21","Cause-led V3","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","13-17","unknown",NA,NA,0,5,NA,0.020015086487189,NA,0,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",1,"Overwhelming"
"22","Cause-led V3","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","13-17","unknown",NA,NA,0,2,NA,0.010007543243595,NA,0,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",1,"Bigger difference"
"23","Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)","65+","unknown",NA,NA,5,5,NA,0.17997503605903,NA,1,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",-1,"6000+ people"
"24","Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)","45-54","unknown",NA,NA,4,6,NA,0.079988904915123,NA,1.5,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",-1,"6000+ people"
"25","Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)","55-64","unknown",NA,NA,2,2,NA,0.019997226228781,NA,1,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",-1,"6000+ people"
"26","Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)","25-34","unknown",NA,NA,7,9,NA,0.17997503605903,NA,1.2857142857143,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",1,"6000+ people"
"27","Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)","35-44","unknown",NA,NA,1,1,NA,0.0099986131143903,NA,1,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",0,"6000+ people"
"28","Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)","65+","unknown",NA,NA,2,2,NA,0.10998474425829,NA,1,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",-1,"100x impact"
"29","Cause-led V3","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","65+","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",-1,"Overwhelming"
"30","Cause-led V3","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","65+","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",-1,"6000+ people"
"31","Cause-led V3","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",-1,"6000+ people"
"32","Cause-led V3","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",-1,"Learn"
"33","Cause-led V3","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",-1,"Bigger difference"
"34","Cause-led V3","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",-1,"Overwhelming"
"35","Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)","35-44","unknown",NA,NA,3,4,NA,0.069990291800732,NA,1.3333333333333,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",0,"100x impact"
"36","Factual","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual)","Climate Change (Factual)","55-64","unknown",NA,NA,9,10,NA,0.91987240652391,NA,1.1111111111111,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",-1,"Bigger difference"
"37","Factual","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual)","Climate Change (Factual)","45-54","unknown",NA,NA,12,14,NA,0.94986824586708,NA,1.1666666666667,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",-1,"Bigger difference"
"38","Cause-led V3","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","18-24","unknown",NA,NA,77,77,NA,0.90067889192353,1,1,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",1,"Bigger difference"
"39","PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Cause-led + Factual (Animated)","General Population (18-39)","65+","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",-1,"Learn"
"40","Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual V2)","Climate Change (Factual V2)","55-64","unknown",NA,NA,16,16,NA,0.50131144957392,NA,1,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"6000+ people"
"41","PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Cause-led + Factual (Animated)","General Population (18-39)","13-17","unknown",NA,NA,2,2,NA,0,NA,1,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Learn"
"42","Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual V2)","Climate Change (Factual V2)","25-34","unknown",NA,NA,14,14,NA,0.94246552519897,NA,1,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",1,"6000+ people"
"43","Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual V2)","Climate Change (Factual V2)","65+","unknown",NA,NA,24,24,NA,0.67175734242905,NA,1,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"6000+ people"
"44","Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual V2)","Climate Change (Factual V2)","35-44","unknown",NA,NA,6,7,NA,0.12031474789774,NA,1.1666666666667,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",0,"6000+ people"
"45","PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","General Population (18-39)","13-17","unknown",NA,NA,1,1,NA,0.01,NA,1,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"6000+ people"
"46","PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","General Population (18-39)","65+","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",-1,"Only 3% research"
"47","Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual V2)","Climate Change (Factual V2)","45-54","unknown",NA,NA,10,10,NA,0.17044589285513,NA,1,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"6000+ people"
"48","PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","General Population (18-39)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",-1,"6000+ people"
"49","Factual V2","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual V2)","Climate Change (Factual V2)","18-24","unknown",NA,NA,16,29,NA,0.29076064075287,NA,1.8125,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",1,"Only 3% research"
"50","Factual V2","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual V2)","Climate Change (Factual V2)","25-34","unknown",NA,NA,32,35,NA,0.53139013654835,NA,1.09375,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",1,"Only 3% research"
"51","Factual V2","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual V2)","Climate Change (Factual V2)","55-64","unknown",NA,NA,100,103,NA,2.3361113550145,1,1.03,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"Only 3% research"
"52","Factual V2","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual V2)","Climate Change (Factual V2)","35-44","unknown",NA,NA,48,48,NA,0.75196717436088,NA,1,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",0,"Only 3% research"
"53","PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","General Population (18-39)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",-1,"Only 3% research"
"54","PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","General Population (18-39)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",-1,"Bigger difference"
"55","Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual V2)","Climate Change (Factual V2)","18-24","unknown",NA,NA,4,4,NA,0,NA,1,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",1,"6000+ people"
"56","PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","General Population (18-39)","13-17","unknown",NA,NA,2,2,NA,0.01,NA,1,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Bigger difference"
"57","Factual","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual)","Climate Change (Factual)","25-34","unknown",NA,NA,10,11,NA,0.25996394097415,NA,1.1,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",1,"Bigger difference"
"58","PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","General Population (18-39)","18-24","unknown",NA,NA,28,32,NA,0.2,NA,1.1428571428571,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"6000+ people"
"59","Factual","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual)","Climate Change (Factual)","65+","unknown",NA,NA,11,12,NA,0.9298710196383,NA,1.0909090909091,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",-1,"Bigger difference"
"60","Factual","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual)","Climate Change (Factual)","18-24","unknown",NA,NA,10,10,NA,0.099986131143903,NA,1,2021-11-30,2021-12-08,"Climate",0,"Factual","V1","Factual long",1,"Bigger difference"
"61","PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","General Population (18-39)","25-34","unknown",NA,NA,36,39,NA,0.33,NA,1.0833333333333,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Bigger difference"
"62","PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","General Population (18-39)","25-34","unknown",NA,NA,37,38,NA,0.93,NA,1.027027027027,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"6000+ people"
"63","PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Cause-led + Factual (Animated)","General Population (18-39)","35-44","unknown","On-Facebook Leads",1,28,33,0.24,0.24,NA,1.1785714285714,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"Learn"
"64","PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","General Population (18-39)","35-44","unknown",NA,NA,28,32,NA,0.41,NA,1.1428571428571,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"6000+ people"
"65","PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Cause-led + Factual (Animated)","General Population (18-39)","18-24","unknown",NA,NA,29,30,NA,0.31,NA,1.0344827586207,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"100x impact"
"66","Factual V2","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual V2)","Climate Change (Factual V2)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"Only 3% research"
"67","PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","General Population (18-39)","18-24","unknown",NA,NA,27,28,NA,0.22,1,1.037037037037,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Bigger difference"
"68","PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","General Population (18-39)","35-44","unknown",NA,NA,21,26,NA,0.23,NA,1.2380952380952,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"Bigger difference"
"69","PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Cause-led + Factual (Animated)","General Population (18-39)","35-44","unknown",NA,NA,19,19,NA,0.19,NA,1,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"100x impact"
"70","PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","General Population (18-39)","13-17","unknown",NA,NA,0,2,NA,0.01,NA,0,2022-01-07,2022-01-17,"General audience",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Only 3% research"
"71","Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual V2)","Climate Change (Factual V2)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"6000+ people"
"72","Factual V2","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual V2)","Climate Change (Factual V2)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"Bigger difference"
"73","Factual V2","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual V2)","Climate Change (Factual V2)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"Learn"
"74","Cause-led V3","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","35-44","unknown",NA,NA,38,38,NA,0.24018103784627,NA,1,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",0,"Bigger difference"
"75","Cause-led V3","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Philanthropy (Cause-led V3)","Philanthropy (Cause-led V3)","25-34","unknown",NA,NA,58,63,NA,0.52039224866693,NA,1.0862068965517,2021-12-23,2022-01-04,"Philanthropy",1,"Cause-led","V3 - sometimes Luke","Cause-led (any)",1,"Bigger difference"
"76","Factual V2","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual V2)","Climate Change (Factual V2)","45-54","unknown","On-Facebook Leads",1,63,63,1.0627802730967,1.0627802730967,2,1,2021-12-08,2021-12-20,"Climate",0,"Factual","V2 - factual shortened","Factual short",-1,"Only 3% research"
